asdf_id,access_50k.none.mean,access_50k.none.max,access_50k.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
239,634.573438754,1133.0,128.0,ADM3,239,239,ETH,ETH-ADM3-50319843B45905124,West Esite,ADM3
240,508.203509007,1397.0,123.0,ADM3,240,240,ETH,ETH-ADM3-50319843B81606263,Wadla,ADM3
241,304.072270409,644.0,121.0,ADM3,241,241,ETH,ETH-ADM3-50319843B77802104,Wegde,ADM3
242,584.999561573,1720.0,32.0,ADM3,242,242,ETH,ETH-ADM3-50319843B65834460,Wegera,ADM3
243,451.402905627,1037.0,128.0,ADM3,243,243,ETH,ETH-ADM3-50319843B67008327,Wemberma,ADM3
244,281.030165761,865.0,51.0,ADM3,244,244,ETH,ETH-ADM3-50319843B60015877,Were Ilu,ADM3
245,743.836406814,1506.0,79.0,ADM3,245,245,ETH,ETH-ADM3-50319843B58342207,West Belesa,ADM3
246,474.093571129,949.0,86.0,ADM3,246,246,ETH,ETH-ADM3-50319843B87371775,Worebabu,ADM3
247,836.442027373,1742.0,69.0,ADM3,247,247,ETH,ETH-ADM3-50319843B55597632,Yilmana Densa,ADM3
248,456.177343267,895.0,99.0,ADM3,248,248,ETH,ETH-ADM3-50319843B56221590,Ziquala,ADM3
249,873.857468784,1969.0,93.0,ADM3,249,249,ETH,ETH-ADM3-50319843B83349726,Tsegede,ADM3
250,476.95741305,1215.0,108.0,ADM3,250,250,ETH,ETH-ADM3-50319843B38820525,Addi Arekay,ADM3
251,501.543784568,1229.0,140.0,ADM3,251,251,ETH,ETH-ADM3-50319843B13364431,Tselemt,ADM3
252,284.62385716,996.0,65.0,ADM3,252,252,ETH,ETH-ADM3-50319843B70746512,Abergele,ADM3
253,218.638624859,606.0,88.0,ADM3,253,253,ETH,ETH-ADM3-50319843B51620513,Sekota,ADM3
254,335.952538643,784.0,125.0,ADM3,254,254,ETH,ETH-ADM3-50319843B57814684,Kobo,ADM3
255,495.027503077,1104.0,86.0,ADM3,255,255,ETH,ETH-ADM3-50319843B58204250,Artuma Fursi,ADM3
256,916.012395577,1501.0,368.0,ADM3,256,256,ETH,ETH-ADM3-50319843B19036471,Dewa Harewa,ADM3
257,340.35758571,876.0,123.0,ADM3,257,257,ETH,ETH-ADM3-50319843B15554077,Afdera,ADM3
258,326.635330736,824.0,123.0,ADM3,258,258,ETH,ETH-ADM3-50319843B7878020,Erebti,ADM3
259,446.307244072,1006.0,226.0,ADM3,259,259,ETH,ETH-ADM3-50319843B96787586,Elidar,ADM3
260,524.430516333,1181.0,175.0,ADM3,260,260,ETH,ETH-ADM3-50319843B86268795,Teru,ADM3
261,419.710590059,998.0,162.0,ADM3,261,261,ETH,ETH-ADM3-50319843B10723935,Dubti,ADM3
262,418.83588037,1015.0,183.0,ADM3,262,262,ETH,ETH-ADM3-50319843B57506630,Awra,ADM3
263,412.318133475,925.0,242.0,ADM3,263,263,ETH,ETH-ADM3-50319843B27631253,Aysaita,ADM3
264,467.724904605,790.0,270.0,ADM3,264,264,ETH,ETH-ADM3-50319843B8771226,Afambo,ADM3
265,469.599916386,1334.0,135.0,ADM3,265,265,ETH,ETH-ADM3-50319843B86004574,Gewane,ADM3
266,484.361006473,867.0,241.0,ADM3,266,266,ETH,ETH-ADM3-50319843B15008972,Bure Mudaytu,ADM3
267,514.727242232,1325.0,166.0,ADM3,267,267,ETH,ETH-ADM3-50319843B36834806,Amibara,ADM3
268,917.367842986,1333.0,465.0,ADM3,268,268,ETH,ETH-ADM3-50319843B81498305,Argoba Special,ADM3
269,610.358509989,1320.0,189.0,ADM3,269,269,ETH,ETH-ADM3-50319843B42858125,Dulecha,ADM3
270,291.547587316,808.0,143.0,ADM3,270,270,ETH,ETH-ADM3-50319843B82372880,Awash Fentale,ADM3
271,208.652085409,692.0,35.0,ADM3,271,271,ETH,ETH-ADM3-50319843B20282723,Dalul,ADM3
272,375.321375037,673.0,93.0,ADM3,272,272,ETH,ETH-ADM3-50319843B19544090,Koneba,ADM3
273,261.64069955,828.0,60.0,ADM3,273,273,ETH,ETH-ADM3-50319843B89635987,Berahile,ADM3
274,155.77026108,382.0,42.0,ADM3,274,274,ETH,ETH-ADM3-50319843B57108562,Ab Ala,ADM3
275,253.503534932,666.0,77.0,ADM3,275,275,ETH,ETH-ADM3-50319843B6637342,Megale,ADM3
276,333.553128875,745.0,137.0,ADM3,276,276,ETH,ETH-ADM3-50319843B76893698,Yalo,ADM3
277,293.075487797,535.0,156.0,ADM3,277,277,ETH,ETH-ADM3-50319843B98684948,Gulina,ADM3
278,463.039021474,1047.0,122.0,ADM3,278,278,ETH,ETH-ADM3-50319843B10202580,Ewa,ADM3
279,384.405546752,1015.0,82.0,ADM3,279,279,ETH,ETH-ADM3-50319843B68681493,Chifra,ADM3
280,348.043765756,935.0,128.0,ADM3,280,280,ETH,ETH-ADM3-50319843B85347293,Mile,ADM3
281,539.756267195,1423.0,81.0,ADM3,281,281,ETH,ETH-ADM3-50319843B34568938,Telalak,ADM3
282,1129.79303171,1382.0,633.0,ADM3,282,282,ETH,ETH-ADM3-50319843B70031006,Dalfagi,ADM3
283,840.220633538,1485.0,298.0,ADM3,283,283,ETH,ETH-ADM3-50319843B92632237,Dewe,ADM3
284,697.46814883,1249.0,62.0,ADM3,284,284,ETH,ETH-ADM3-50319843B1688011,Simurobi Gele'alo,ADM3
285,932.976750881,1380.0,483.0,ADM3,285,285,ETH,ETH-ADM3-50319843B797454,Hadelela,ADM3
286,305.312867987,734.0,118.0,ADM3,286,286,ETH,ETH-ADM3-50319843B76717164,Dera,ADM3
287,891.834789481,1334.0,315.0,ADM3,287,287,ETH,ETH-ADM3-50319843B94880908,Ibantu,ADM3
288,372.042734159,952.0,67.0,ADM3,288,288,ETH,ETH-ADM3-50319843B89315918,Wara Jarso,ADM3
289,349.478011525,729.0,104.0,ADM3,289,289,ETH,ETH-ADM3-50319843B19813687,Hidabu Abote,ADM3
290,432.727637941,1018.0,57.0,ADM3,290,290,ETH,ETH-ADM3-50319843B88692216,Limu,ADM3
291,341.729538676,714.0,139.0,ADM3,291,291,ETH,ETH-ADM3-50319843B10918585,Guduru,ADM3
292,492.010461478,1330.0,96.0,ADM3,292,292,ETH,ETH-ADM3-50319843B55890156,Degem,ADM3
293,656.930067674,1131.0,199.0,ADM3,293,293,ETH,ETH-ADM3-50319843B17671358,Abay Chomen,ADM3
294,290.074755538,882.0,79.0,ADM3,294,294,ETH,ETH-ADM3-50319843B15360179,Gerar Jarso,ADM3
295,449.528821509,918.0,123.0,ADM3,295,295,ETH,ETH-ADM3-50319843B59195216,Ginde Beret,ADM3
296,313.189594342,985.0,97.0,ADM3,296,296,ETH,ETH-ADM3-50319843B12900460,Kuyu,ADM3
297,382.644221003,1031.0,128.0,ADM3,297,297,ETH,ETH-ADM3-50319843B6642365,Horo,ADM3
298,815.119762549,1262.0,330.0,ADM3,298,298,ETH,ETH-ADM3-50319843B56064372,Abe Dongoro,ADM3
299,220.782857142,723.0,54.0,ADM3,299,299,ETH,ETH-ADM3-50319843B73357300,Wuchale,ADM3
300,947.324044478,1493.0,348.0,ADM3,300,300,ETH,ETH-ADM3-50319843B66758451,Yaya Gulele,ADM3
301,448.960881101,877.0,135.0,ADM3,301,301,ETH,ETH-ADM3-50319843B58806311,Jarso,ADM3
302,480.855290899,860.0,69.0,ADM3,302,302,ETH,ETH-ADM3-50319843B46727656,Meta Robi,ADM3
303,465.04095923,1343.0,274.0,ADM3,303,303,ETH,ETH-ADM3-50319843B50686838,Begi,ADM3
304,364.08988247,828.0,4.0,ADM3,304,304,ETH,ETH-ADM3-50319843B29421374,Kombolcha,ADM3
305,639.851262158,1453.0,48.0,ADM3,305,305,ETH,ETH-ADM3-50319843B69858787,Adda Berga,ADM3
306,525.65611516,1102.0,196.0,ADM3,306,306,ETH,ETH-ADM3-50319843B66568160,Babo,ADM3
307,650.991391892,1296.0,87.0,ADM3,307,307,ETH,ETH-ADM3-50319843B72397257,Bila Seyo,ADM3
308,213.38871379,625.0,35.0,ADM3,308,308,ETH,ETH-ADM3-50319843B2599311,Meta,ADM3
309,127.345561221,394.0,3.0,ADM3,309,309,ETH,ETH-ADM3-50319843B82821988,Haro Maya,ADM3
310,372.350357382,1044.0,26.0,ADM3,310,310,ETH,ETH-ADM3-50319843B47023049,Sasiga,ADM3
311,232.299702492,491.0,59.0,ADM3,311,311,ETH,ETH-ADM3-50319843B2387397,Goro Gutu,ADM3
312,360.779191585,973.0,0.0,ADM3,312,312,ETH,ETH-ADM3-50319843B61463598,Guto Gida,ADM3
313,178.970902255,548.0,35.0,ADM3,313,313,ETH,ETH-ADM3-50319843B88393797,Gursum,ADM3
314,135.748177186,611.0,13.0,ADM3,314,314,ETH,ETH-ADM3-50319843B27558148,Kersa,ADM3
315,401.353874725,1017.0,73.0,ADM3,315,315,ETH,ETH-ADM3-50319843B21241896,Jeldu,ADM3
316,383.706388039,697.0,87.0,ADM3,316,316,ETH,ETH-ADM3-50319843B81654516,Doba,ADM3
317,418.015382735,1076.0,125.0,ADM3,317,317,ETH,ETH-ADM3-50319843B1914214,Mieso,ADM3
318,391.041862564,975.0,59.0,ADM3,318,318,ETH,ETH-ADM3-50319843B2886922,Deder,ADM3
319,251.776120587,708.0,104.0,ADM3,319,319,ETH,ETH-ADM3-50319843B14598343,Cheliya,ADM3
320,662.343556949,1429.0,231.0,ADM3,320,320,ETH,ETH-ADM3-50319843B66567353,Gawo Kebe,ADM3
321,286.952216436,738.0,19.0,ADM3,321,321,ETH,ETH-ADM3-50319843B96451951,Babile,ADM3
322,339.624313942,925.0,84.0,ADM3,322,322,ETH,ETH-ADM3-50319843B11979156,Ambo Zuria,ADM3
323,197.305765774,376.0,106.0,ADM3,323,323,ETH,ETH-ADM3-50319843B72394811,Jimma Rare,ADM3
324,153.379878911,570.0,30.0,ADM3,324,324,ETH,ETH-ADM3-50319843B53569154,Kurfa Chele,ADM3
325,266.776990545,612.0,87.0,ADM3,325,325,ETH,ETH-ADM3-50319843B72271112,Tulo,ADM3
326,515.751520708,858.0,129.0,ADM3,326,326,ETH,ETH-ADM3-50319843B13928725,Bedeno,ADM3
327,277.092772821,925.0,45.0,ADM3,327,327,ETH,ETH-ADM3-50319843B56121688,Dendi,ADM3
328,221.49368552,729.0,29.0,ADM3,328,328,ETH,ETH-ADM3-50319843B87282898,Ejere (Addis Alem),ADM3
329,480.466916505,1154.0,45.0,ADM3,329,329,ETH,ETH-ADM3-50319843B45799392,Girawa,ADM3
330,182.566719817,422.0,77.0,ADM3,330,330,ETH,ETH-ADM3-50319843B88923124,Bako Tibe,ADM3
331,637.177166795,1229.0,171.0,ADM3,331,331,ETH,ETH-ADM3-50319843B89285525,Malka Balo,ADM3
332,658.029770649,1344.0,337.0,ADM3,332,332,ETH,ETH-ADM3-50319843B76618662,Ginir,ADM3
333,850.93637618,2489.0,89.0,ADM3,333,333,ETH,ETH-ADM3-50319843B52154219,Adaba,ADM3
334,98.4093983123,401.0,0.0,ADM3,334,334,ETH,ETH-ADM3-50319843B17507606,Shashemene Zuria,ADM3
335,177.182897439,538.0,23.0,ADM3,335,335,ETH,ETH-ADM3-50319843B42375113,Kofele,ADM3
336,252.34028931,605.0,59.0,ADM3,336,336,ETH,ETH-ADM3-50319843B63100824,Gedeb Asasa,ADM3
337,347.966795131,921.0,157.0,ADM3,337,337,ETH,ETH-ADM3-50319843B88609325,Sinana,ADM3
338,663.076423339,1121.0,259.0,ADM3,338,338,ETH,ETH-ADM3-50319843B52192338,Golo Oda,ADM3
339,1120.47993771,2317.0,371.0,ADM3,339,339,ETH,ETH-ADM3-50319843B39917876,Rayitu,ADM3
340,193.774588782,422.0,10.0,ADM3,340,340,ETH,ETH-ADM3-50319843B75779213,Fedis,ADM3
341,519.412011594,885.0,140.0,ADM3,341,341,ETH,ETH-ADM3-50319843B58048866,Gemechis,ADM3
342,794.828012479,1345.0,283.0,ADM3,342,342,ETH,ETH-ADM3-50319843B76676892,Mesela,ADM3
343,220.695021104,525.0,115.0,ADM3,343,343,ETH,ETH-ADM3-50319843B63687952,Fentale,ADM3
344,271.663817918,675.0,116.0,ADM3,344,344,ETH,ETH-ADM3-50319843B37881389,Haru,ADM3
345,340.73895784,682.0,149.0,ADM3,345,345,ETH,ETH-ADM3-50319843B29022049,Anchar,ADM3
346,286.440880192,596.0,160.0,ADM3,346,346,ETH,ETH-ADM3-50319843B87200155,Yubdo,ADM3
347,399.084950976,974.0,55.0,ADM3,347,347,ETH,ETH-ADM3-50319843B90182569,Wama Hagalo,ADM3
348,559.151078734,1111.0,147.0,ADM3,348,348,ETH,ETH-ADM3-50319843B53148258,Jarte Jardega,ADM3
349,345.618712095,750.0,150.0,ADM3,349,349,ETH,ETH-ADM3-50319843B53636433,Kuni,ADM3
350,415.857504535,929.0,153.0,ADM3,350,350,ETH,ETH-ADM3-50319843B94906948,Nole Kaba,ADM3
351,166.453903745,494.0,44.0,ADM3,351,351,ETH,ETH-ADM3-50319843B13024896,Ilu,ADM3
352,554.373401879,1211.0,138.0,ADM3,352,352,ETH,ETH-ADM3-50319843B32434751,Tikur Enchini,ADM3
353,151.967692372,508.0,22.0,ADM3,353,353,ETH,ETH-ADM3-50319843B43094110,Ada'a,ADM3
354,435.800450286,738.0,138.0,ADM3,354,354,ETH,ETH-ADM3-50319843B89929871,Dawo,ADM3
355,248.393300771,528.0,121.0,ADM3,355,355,ETH,ETH-ADM3-50319843B98788310,Dano,ADM3
356,244.538137481,710.0,51.0,ADM3,356,356,ETH,ETH-ADM3-50319843B36190133,Jimma Arjo,ADM3
357,382.278808396,798.0,124.0,ADM3,357,357,ETH,ETH-ADM3-50319843B84136845,Meko,ADM3
358,383.478339894,1014.0,170.0,ADM3,358,358,ETH,ETH-ADM3-50319843B17697007,Habro,ADM3
359,289.616969841,889.0,115.0,ADM3,359,359,ETH,ETH-ADM3-50319843B3376088,Nono,ADM3
360,397.759404753,1053.0,53.0,ADM3,360,360,ETH,ETH-ADM3-50319843B73224941,Limu Seka,ADM3
361,256.56749611,770.0,98.0,ADM3,361,361,ETH,ETH-ADM3-50319843B14661901,Merti,ADM3
362,491.920383182,1031.0,240.0,ADM3,362,362,ETH,ETH-ADM3-50319843B94835705,Hawa Galan,ADM3
363,362.869925424,792.0,55.0,ADM3,363,363,ETH,ETH-ADM3-50319843B91364900,Nunu Kumba,ADM3
364,198.668767769,552.0,39.0,ADM3,364,364,ETH,ETH-ADM3-50319843B92296640,Boset,ADM3
365,118.863818443,295.0,45.0,ADM3,365,365,ETH,ETH-ADM3-50319843B17997991,Lome,ADM3
366,569.655817611,1270.0,174.0,ADM3,366,366,ETH,ETH-ADM3-50319843B8454623,Boke,ADM3
367,591.155617563,1032.0,174.0,ADM3,367,367,ETH,ETH-ADM3-50319843B93206321,Wenchi,ADM3
368,547.990355691,978.0,69.0,ADM3,368,368,ETH,ETH-ADM3-50319843B65464187,Tole,ADM3
369,503.775284757,1169.0,184.0,ADM3,369,369,ETH,ETH-ADM3-50319843B89283502,Darimu,ADM3
370,816.879368033,1394.0,186.0,ADM3,370,370,ETH,ETH-ADM3-50319843B55972162,Ameya,ADM3
371,247.263639103,550.0,63.0,ADM3,371,371,ETH,ETH-ADM3-50319843B95329538,Becho,ADM3
372,125.911843205,445.0,0.0,ADM3,372,372,ETH,ETH-ADM3-50319843B55556680,Adama,ADM3
373,388.105013043,953.0,81.0,ADM3,373,373,ETH,ETH-ADM3-50319843B11530965,Waliso,ADM3
374,366.234057307,712.0,161.0,ADM3,374,374,ETH,ETH-ADM3-50319843B67314201,Alge Sachi,ADM3
375,765.416986568,1604.0,169.0,ADM3,375,375,ETH,ETH-ADM3-50319843B67297280,Aseko,ADM3
376,915.878791917,1725.0,218.0,ADM3,376,376,ETH,ETH-ADM3-50319843B95069949,Gololcha Arsi,ADM3
377,300.903294768,876.0,76.0,ADM3,377,377,ETH,ETH-ADM3-50319843B50115767,Chora,ADM3
378,232.727202498,834.0,76.0,ADM3,378,378,ETH,ETH-ADM3-50319843B22016814,Jeju,ADM3
379,840.272681154,1354.0,359.0,ADM3,379,379,ETH,ETH-ADM3-50319843B32821695,Seden Sodo,ADM3
380,290.455127061,907.0,111.0,ADM3,380,380,ETH,ETH-ADM3-50319843B12634167,Chora,ADM3
381,209.487448022,515.0,55.0,ADM3,381,381,ETH,ETH-ADM3-50319843B35188960,Sire,ADM3
382,475.835559706,879.0,175.0,ADM3,382,382,ETH,ETH-ADM3-50319843B47439046,Metu Zuria,ADM3
383,443.894909229,1360.0,134.0,ADM3,383,383,ETH,ETH-ADM3-50319843B50444857,Yayu,ADM3
384,234.035762623,566.0,95.0,ADM3,384,384,ETH,ETH-ADM3-50319843B13025734,Dugda,ADM3
385,889.655882698,1689.0,479.0,ADM3,385,385,ETH,ETH-ADM3-50319843B57167656,Chole,ADM3
386,359.25524674,764.0,39.0,ADM3,386,386,ETH,ETH-ADM3-50319843B46208254,Ziway Dugda,ADM3
387,568.349500852,1304.0,212.0,ADM3,387,387,ETH,ETH-ADM3-50319843B31214985,Didu,ADM3
388,816.382388613,1579.0,88.0,ADM3,388,388,ETH,ETH-ADM3-50319843B91447172,Sude,ADM3
389,646.703205912,1162.0,182.0,ADM3,389,389,ETH,ETH-ADM3-50319843B86946875,Setema,ADM3
390,386.138218861,1226.0,12.0,ADM3,390,390,ETH,ETH-ADM3-50319843B71250236,Hitosa,ADM3
391,246.074043073,607.0,59.0,ADM3,391,391,ETH,ETH-ADM3-50319843B70577466,Dedesa,ADM3
392,1153.25161887,1958.0,438.0,ADM3,392,392,ETH,ETH-ADM3-50319843B74178194,Sigmo,ADM3
393,264.189920611,879.0,48.0,ADM3,393,393,ETH,ETH-ADM3-50319843B50228030,Tiro Afeta,ADM3
394,827.249489923,1487.0,343.0,ADM3,394,394,ETH,ETH-ADM3-50319843B9714978,Lege Hida,ADM3
395,975.519971163,1898.0,323.0,ADM3,395,395,ETH,ETH-ADM3-50319843B41050215,Amigna,ADM3
396,167.48557529,675.0,27.0,ADM3,396,396,ETH,ETH-ADM3-50319843B78582515,Goma,ADM3
397,210.458675595,584.0,57.0,ADM3,397,397,ETH,ETH-ADM3-50319843B56303956,Adami Tulu Jido Kombolcha,ADM3
398,288.916703335,915.0,0.0,ADM3,398,398,ETH,ETH-ADM3-50319843B95828916,Tiyo,ADM3
399,317.933545327,975.0,0.0,ADM3,399,399,ETH,ETH-ADM3-50319843B69736862,Kersa,ADM3
400,226.698963084,849.0,48.0,ADM3,400,400,ETH,ETH-ADM3-50319843B44087643,Sekoru,ADM3
401,672.289706591,1576.0,71.0,ADM3,401,401,ETH,ETH-ADM3-50319843B94433296,Robe,ADM3
402,622.20563854,1504.0,54.0,ADM3,402,402,ETH,ETH-ADM3-50319843B97952911,Gera,ADM3
403,102.942485532,423.0,3.0,ADM3,403,403,ETH,ETH-ADM3-50319843B49939429,Mena,ADM3
404,976.756212305,1960.0,313.0,ADM3,404,404,ETH,ETH-ADM3-50319843B16502335,Seru,ADM3
405,286.725453598,924.0,18.0,ADM3,405,405,ETH,ETH-ADM3-50319843B69545926,Degeluna Tijo,ADM3
406,1030.10928695,1620.0,355.0,ADM3,406,406,ETH,ETH-ADM3-50319843B23977322,Gololcha Bale,ADM3
407,716.115726093,1636.0,37.0,ADM3,407,407,ETH,ETH-ADM3-50319843B62794766,Omo Nada,ADM3
408,706.536433832,1221.0,142.0,ADM3,408,408,ETH,ETH-ADM3-50319843B77639174,Munessa,ADM3
409,436.214328261,1113.0,19.0,ADM3,409,409,ETH,ETH-ADM3-50319843B10781291,Shebe Sambo,ADM3
410,1169.02553301,2317.0,407.0,ADM3,410,410,ETH,ETH-ADM3-50319843B89981442,Seweyna,ADM3
411,390.13055668,889.0,58.0,ADM3,411,411,ETH,ETH-ADM3-50319843B33193174,Shirka,ADM3
412,193.750636306,711.0,16.0,ADM3,412,412,ETH,ETH-ADM3-50319843B99360253,Arsi Negele,ADM3
413,448.91569622,1284.0,4.0,ADM3,413,413,ETH,ETH-ADM3-50319843B20335695,Dedo,ADM3
414,323.536145695,998.0,39.0,ADM3,414,414,ETH,ETH-ADM3-50319843B42089329,Limu Bilbilo,ADM3
415,231.872428905,569.0,9.0,ADM3,415,415,ETH,ETH-ADM3-50319843B92319459,Shalla,ADM3
416,698.099120264,1314.0,207.0,ADM3,416,416,ETH,ETH-ADM3-50319843B55069655,Agarfa,ADM3
417,448.396172067,824.0,246.0,ADM3,417,417,ETH,ETH-ADM3-50319843B58001947,Dawe Kachen,ADM3
418,416.617526013,1253.0,56.0,ADM3,418,418,ETH,ETH-ADM3-50319843B42314711,Dodola,ADM3
419,1230.45592867,2611.0,177.0,ADM3,419,419,ETH,ETH-ADM3-50319843B29493336,Goba,ADM3
420,680.517528379,1424.0,85.0,ADM3,420,420,ETH,ETH-ADM3-50319843B4591652,Kokosa,ADM3
421,493.413714733,1104.0,222.0,ADM3,421,421,ETH,ETH-ADM3-50319843B51586269,Berbere,ADM3
422,951.633694649,2116.0,223.0,ADM3,422,422,ETH,ETH-ADM3-50319843B87367439,Gura Damole,ADM3
423,726.607720553,1822.0,97.0,ADM3,423,423,ETH,ETH-ADM3-50319843B99978439,Nenesebo (Wereka),ADM3
424,1033.1065689,2338.0,248.0,ADM3,424,424,ETH,ETH-ADM3-50319843B75575706,Mena,ADM3
425,491.159466427,1009.0,51.0,ADM3,425,425,ETH,ETH-ADM3-50319843B94383853,Gelana,ADM3
426,587.892709316,948.0,144.0,ADM3,426,426,ETH,ETH-ADM3-50319843B2733721,Uraga,ADM3
427,856.021990972,2238.0,187.0,ADM3,427,427,ETH,ETH-ADM3-50319843B31758345,Meda Welabu,ADM3
