IncidentDate,Time,MGRS,Latitude,Longitude,Adm2,Adm0,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,Adm1,ConflictOrCrimeOriented
4/17/2023,,37PCQ7158243606,13.0558,37.8156,,Amhara,No,,Yes,Armed Clash,ENDF & Amhara Special force,Unclear,Crime,A small scale clash was reported between ENDF and ASF between Debat and Debark.,0,0,No,No,,North Gondar,conflict oriented
4/16/2023,,37PGL3133225299,9.2692,41.1058,Cafebante,Oromia,No,,Yes,Armed Clash,OLA & GOE,,Crime,"Sources reported that there has been ongoing fighting between OLA militant group and ENDF since April 16th along the main road from Chiro (aka Asebe Teferi) to Dire Dawa in a place known as Cafebante Village (Guje mountain), Doba Woreda in the West Harerghe Zone (Oromia region), resulting in numerous casualties. Recent information suggests that OLA fighters have expanded to areas along the Western and Eastern Harargee Zones, including Xullo, Kare Mille, and nearby locations.",0,0,No,No,,West Hararghe,conflict oriented
4/13/2023,,37PFM0796528060,10.20335,39.9857,,Amhara,No,,Yes,Armed Clash,UAG,Amhara special force,Crime,"On April 13th, between 6:30-7pm, an unidentified armed group (UAG) ambushed two vehicles carrying Amhara Special Force (ASF) members and civilians in Gerbina Balchi Kebele, Jile Timuga Woreda, Oromo Special Zone, and Jewaha Kebele, Efrata Gidim Woreda, in the North Shewa Zone, Amhara Region. The first minibus was attacked in Jile Timuga, and after a few minutes, the second minibus was attacked in Jewaha Kebele, Efrata Gidim Woreda. An unconfirmed number of ASF members and civilians were killed (reportedly the driver escaped), and gruesome pictures of the victims are being circulated on social media, which could create anger leading to further violence or protests.",Unknown,0,No,No,,Oromo Special Zone,Crime oriented
4/13/2023,,37PFM0674417673,10.10945,39.97427,,Amhara,No,,Yes,Armed Clash,UAG,Amhara special force,Crime,"On April 13th, between 6:30-7pm, an unidentified armed group (UAG) ambushed two vehicles carrying Amhara Special Force (ASF) members and civilians in Gerbina Balchi Kebele, Jile Timuga Woreda, Oromo Special Zone, and Jewaha Kebele, Efrata Gidim Woreda, in the North Shewa Zone, Amhara Region. The first minibus was attacked in Jile Timuga, and after a few minutes, the second minibus was attacked in Jewaha Kebele, Efrata Gidim Woreda. An unconfirmed number of ASF members and civilians were killed (reportedly the driver escaped), and gruesome pictures of the victims are being circulated on social media, which could create anger leading to further violence or protests.",Unknown,0,No,No,,Oromo Special Zone,Crime oriented
4/12/2023,,37PFK0072784230,8.9028,39.91614,Metehara,Oromia,No,,Yes,Crime/Killing,OLA,Company chairman,Crime,A company chairman and his family were reportedly executed by OLA fighters,1,unknown,Yes,No,,East Shewa,Crime oriented
4/12/2023,,37PCN2307578933,11.5648,37.3775,Bahir Dar City,Amhara,No,,No,Arrests,ENDF,Journalist,Crime,"Sources reported ENDF arrested Dawit Begashaw, a journalist employed by the Arat Kilo Media Youtube Channel.",0,0,No,No,,Bahir Dar,Crime oriented
4/12/2023,,37PFK1433472932,8.8003,40.0396,,Oromia,No,,Yes,Crime/Killing,OLA,Kebele Chirman & Spouse,Crime,Sources reported that OLA militants killed the chairman of Kobo Kebele and his wife.,2,0,No,No,,East Shewa,crime oriented
4/11/2023,,37PEL5718369331,9.67326,39.52125,Debre Birhan,Amhara,No,,Yes,Armed Clash,ENDF & Amhara Special force,,Crime,ENDF have reportedly been engaged in heavy fighting with ASF IVO of the Dashen Beer Factory in Debre Birhan.,0,0,No,No,,North Shewa,Conflict oriented
4/11/2023,,38PKQ0157300185,8.13468,42.29201,Fiq Town,Somali,No,,No,Protest,Protesters,GOE decision,Demonstration,"Sources reported that a protest is taking place in Fiq town, Erer zone, Somalia Region, against the decision to reorganize the Regional Special Forces. Reportedly there is large number of protestors and roads in the city are closed",0,0,No,No,,Nogob,Unknown
4/11/2023,,37PEN8009924934,11.0801,39.7334,Kombolcha,Amhara,No,,No,Protest,Protesters,Opposing GOE plan,Demonstration,Sources reported that protests following the restructuring of regional special forces in Kombolcha resulted in two deaths and more than twelve injuries,2,12,Yes,No,,South Wollo,Unknown
4/10/2023,,37PFM0560444593,10.352924,39.9646,Ataye Town,Amhara,No,,Yes,Armed Clash,OLA,,Crime,"Sources reported that the OLA militant group has alegedly mobilized some of its members from nearby areas in the Oromia Region to the North Shewa Zone of the Amhara Region. According to reports, the OLA has launched attacks from a village around 25km from Ataye Town, utilizing heavy weapons. This has caused a panic and fear amongst Ataye residents since yesterday as the fighting is near to Ataye. Due to the unrest near Ataye, nearby residents in Shewa Robit and surrounding areas are likely to have rising fears of potential impending insecurity. Additionally, there are reports of protests taking place today, in Ataye Town and/or near it in Senbete, against the reorganization/disarmament of Amhara Special Forces.",0,0,No,No,,North Shewa,Conflict oriented
4/10/2023,,37PFM0900140214,10.31323,39.9955,Senbete,Amhara,No,,No,Protest,GOE,Amhara special force,Demonstration,Protests reported against the disarming of ASF.,0,0,No,No,,Oromia,Unknown
4/10/2023,,37PEP6776143052,12.1485,39.6228,Kobo,Amhara,No,,Yes,Crime/Killing,UAG,Catholic Relief employee,Crime,Catholic Relief Services announced the killing of a security officer and a driver by unknown parties while driving from Mekelle to Kombolcha.,2,0,No,No,,North Wollo,Crime orienetd
4/10/2023,,37PEK9182391031,8.9645,39.8353,,Oromia,No,,Yes,Armed Clash,OLA & GOE,,Crime,Armed clashes reported between the OLA and GOE forces in the Haroo Kerensa Kebele,0,0,No,No,,East Shewa,conflict oriented
4/9/2023,,37PCN2346778585,11.56168045,37.38110964,Bahir Dar City,Amhara,Yes,Bomb,Yes,Crime/Killing,UAG,local Grocery,Explosive/Remote Violence,"Sources reported a bombing that resulted in three fatalities and 17 injuries at Mimi Grocery, located near Abay Mado, towards the Diaspora area in Bahir Dar in the Amhara Region. The incident occurred last night at around 7:30 pm. According to sources, a group of unknown assailants threw a hand grenade in the middle of the crowd who were inside the bar",3,17,No,No,,Bahir Dar,Crime oriented
4/9/2023,,37PCP3254593971,12.60523,37.458379,,Amhara,No,,No,Protest,Protesters,GOE,Demonstration,Demonstrations ongoing in Gondar opposing federal government plan to disband regional special forces. Reports of gunfire across town.,0,0,No,No,,Gondar City,Unknown
4/9/2023,,37PEP6856943328,12.150982,39.63023,Kobo,Amhara,No,,Yes,Armed Clash,ENDF & FANO,,Crime,Gunfire reported between ENDF and FANO members in the area. Civil Unrest and demonstrations reported in Kobo Town by youth groups.,0,0,No,No,,North Wollo,Conflict oriented
4/9/2023,,37PCM6141043068,10.33809,37.73421,Debre Markos,Amhara,No,,No,Protest,Unclear,Road closure,Demonstration,Demonstrations and road blocks continue in Debre Markos Town. UN staff reportedly stranded.,0,0,No,No,,East Gojam,Unknown
4/9/2023,,37PDM0621924064,10.16758,38.14389,Dejen Town,Amhara,No,,No,Protest,Youth group,Road closure,Demonstration,All transport from Addis Ababa to Debre Markos and Bahir Dar were suspended after youth groups blocked A3 highway at Dejen Town. Travelers have been stranded for last 3 days.,0,0,No,No,,East Gojam,Unknown
4/9/2023,,37PEM9993906523,10.0088,39.91188,Shewa Robit City,Amhara,No,,No,Protest,Unclear,Unclear,Demonstration,Demonstrations reported in Shewa Robit and Debre Birhan,0,0,No,No,,North Shewa,Unknown
4/9/2023,,37PCQ6561035080,12.97846,37.76091,Dabat,Amhara,No,,No,Protest,Unclear,Road closure,Demonstration,Demonstrations and road blocks reported in Dabat.,0,0,No,No,,North Gondar,Unknown
4/9/2023,,37PEP0489830103,12.0321,39.045,Lalibela,Amhara,No,,No,Protest,Unclear,Road closure,Demonstration,Demonstrations and road blocks reported in Lalibela,0,0,No,No,,North Wollo,Unknown
4/9/2023,,37PCP5817218723,11.92618,37.6976,Woreta,Amhara,No,,No,Protest,Unclear,Road closure,Demonstration,Demonstration and road blocks reported at Woreta Town on the A3 highway connecting Bahir Dar to Gondar and Debre Tabor.,0,0,No,No,,South Gondar,Unknown
4/9/2023,,37PCP5817218723,11.92618,37.6976,Woreta,Amhara,No,,Yes,Armed Clash,ENDF & Youth group,Unclear,Crime,A clash between ENDF and youth groups was reported IVO Woreta Town with unknown number of casualties.,0,0,No,No,,South Gondar,Conflict oriented
4/9/2023,,37PCM3560868550,10.56747,37.4975,Dembecha Town,Amhara,No,,No,Protest,Unclear,Unclear,Demonstration,"Demonstrations reported at different districts in West Gojam, including Dembecha, Achefer Giga, and Merawi",0,0,No,No,,West Gojam,Unknown
4/9/2023,,37PCK6488216245,8.2871,37.7731,Welkite,Oromia,No,,No,Protest,Protesters,Opposing GOE plan,Demonstration,Sources reported a fifth sit-at-home strike in the Gurage Zone following the regionalization question.,0,0,No,No,,Gurage,Unknown
4/6/2023,,37NDD8213095129,3.5748,38.8391,Mudi Ambo,Oromia,No,,Yes,Armed Clash,OLA,ENDF,Crime,Sources reported that the OLA attacked ENDF troops in Mudi Ambo Village,0,0,No,No,,Borena,Conflict oriented
4/6/2023,,37PBL3109105256,9.0859,36.5536,Nekemte,Oromia,No,,No,Arrests,Police,Mayor & other officials,Crime,Sources reported the mayor of Nekemte and other officials were detained by police in connection with the murder of a Prosperity Party senior leader.,0,0,No,No,,East Wellega,crime oriented
4/5/2023,,37PEK7337972145,8.79402,39.66722,,Oromia,No,,No,Kidnapping,OLA,Passangers,Crime,Sources reported that OLA stopped vehicles on the highway between Welenchiti and Metahara and abducted passengers to an unknown location.,0,0,No,No,,East Shewa,Crime orinted
4/5/2023,,37PDK6578697996,9.02831,38.6887,Addis Ababa,Addis Ababa,No,,No,Protest,Residents,GOE forces,Demonstration,Residents clashed with security forces due to demolition endeavors in Kofe Keraniyo Sub-City,0,0,No,No,,Kolfe Keranyo,Conflict oriented
4/4/2023,,37PDK6813991279,8.96757,38.71016,Addis Ababa,Addis Ababa,No,,No,Arrests,Joint Security & Intelligence Task force,Member of covert group,Crime,"The Joint Security and Intelligence Task Force reported that it arrested several members of a covert group allegedly planning to instigate a nationwide conflict by assassinating senior government officials in Addis Ababa, Bahir Dar, Adama, and Dire Dawa.",0,0,No,No,,Addis Ababa,Crime orineted
4/3/2023,,37PBK1564462120,8.69516,36.4159,Arjo,Oromia,No,,Yes,Armed Clash,UAG & GOE forces,Unclear,Crime,An armed clash took place between a UAG and security forces IVO the Arjo Sugar Factory outside of Arjo. Two were reportedly killed and unknown number injured.,2,unknown,Yes,No,,East Wellega,Conflict oriented
4/3/2023,,37PEK4465988757,8.94465,39.40625,Arerti,Amhara,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A demonstration was held denouncing the current administration,0,0,No,No,,North Shewa,Unknown
4/3/2023,,37PDP7304027186,12.00561,38.75234,Meket,Amhara,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A demonstration was held denouncing the current administration,0,0,No,No,,North Wollo,Unknown
4/3/2023,,37PCM3539268551,10.56747,37.49552,Dembecha Town,Amhara,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A demonstration was held denouncing the current administration,0,0,No,No,,West Gojam,Unknown
4/3/2023,,37PCM2231580943,10.67891,37.37544,Jiga,Amhara,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A demonstration was held denouncing the current administration,0,0,No,No,,West Gojam,Unknown
4/3/2023,,37PEN6790376779,11.5492,39.62275,Wurgesa,Amhara,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A demonstration was held denouncing the current administration,0,0,No,No,,North Wollo,Unknown
4/3/2023,,37PBN9855163117,11.4205,37.1536,Merawi,Amhara,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A demonstration was held denouncing the current administration,0,0,No,No,,West Gojam,Unknown
4/1/2023,,37PEK9085489362,8.94942,39.82645,Illala,Oromia,No,,Yes,Armed Clash,UAG,Unclear,Crime,An armed clash was reported IVO Illala in Fentale Woreda. No further details known.,0,0,No,No,,East Shewa,Conflictoriented
3/31/2023,,37PFM8153021999,10.14584,40.65689,Gewane,Afar,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,"Sources reported new clashes between Afar and Issa (Somali) clans in the Korkoro Kebele of the Gewane Woreda and the Hanruka Woreda in Zone 3 (Gabi Rasu) and the Abida, Sybaibe, Kilelu, and Simurobi Gele'alo Woredas in Zone 5 (Mahi Rasu).",0,0,No,No,,Zone 3,Conflict oriented
3/30/2023,,37PDM6124818828,10.121154,38.64628,,Oromia,No,,Yes,Armed Clash,OLA,Residents,Crime,"On March 30th, sources reported that the OLA militant group has been attacking and burning residents' houses starting March 25th. Additionally, there are reports circulating that the militant group has kidnapped over 100 civilians for ransom in Harbu Dire, Hamuma Gendo, and Babu Dire kebeles in the Dera Woreda of the North Shewa Zone (Oromia Region). The militant group carried out similar attacks a few months ago in the Babu Dire Kebele, resulting in several fatalities and destruction of residents? properties.",Several,0,No,No,,North Shewa,Crime oriented
3/30/2023,,37PBL3091505333,9.086588,36.55199,Nekemte,Oromia,No,,Yes,Crime/Killing,UAG,Ruling party Senior official,Crime,"A senior official of the ruling Prosperity Party was killed by unknown gunmen in Nekemte, the capital of East Welega Zone in West Oromia. Ato Desalen Bokonja, the head of Nekemte City Prosperity Party office, was killed on Thursday march 30,2023 by unidentified armed men (allegedly OLF Shene)while he was leaving his residence for work",1,0,No,No,,East Wellega,Crime oriented
3/29/2023,,37PGM3746105712,9.99566,41.16619,,Somali,No,,Yes,Intercommunal Violence,,,Miscellaneous,Clashes eruprted between Somali and Afar ethnic groups.,0,0,No,No,,Sitti,Conflict oriented
3/27/2023,,38PKS3428089889,10.75453,42.57032,Aysha,Somali,No,,Yes,Protest,ENDF,Protesters,Demonstration,"At least 3 Somalis reportedly killed by ENDF while protesting in the town of Aysha. The protestors were blocking traffic along the road from Djibouti by protesting against ENDF support for Afari police targeting and displacing Somalis from their homes in Adeytu, Garba Issa, and Undufo for the last 5 years.",3,0,No,No,,Sitti,Unknown
3/26/2023,,38PKT4131518754,11.01586,42.63255032,Dewele,Somali,No,,Yes,Protest,Issa Somali Clan,Road closure,Demonstration,Sources the reported that the road connecting Dire Dawa and Djibouti was closed around Dewelle (Somali Region) due to a protest by the Issa Somali clan questioning ENDF's impartiality in the Afar-Issa conflict. There are unconfirmed reports of clashes between protesters and ENDF forces trying to reopen the road.,0,0,No,No,,Sitti,Conflict orinted
3/22/2023,,37PCP6026839797,12.1168,37.71594,,Amhara,No,,Yes,Crime/Killing,UAG,USAID implementing partner employee,Crime,Employee of a USAID implementing partner was murdered by unknown persons while returning home from work. Motives unknown at the the time of this report,1,0,No,No,,Southern Gondar,Unknown
3/21/2023,,36PXQ3897308175,8.21401,34.26168,,Gambella,No,,Yes,Intercommunal Violence,Local Youth & refugees,,Miscellaneous,Sources reported a clash between local youths and refugees in Jewi Camp in the Itang Special Woreda,0,0,No,No,,Nuer,Conflict oriented
3/21/2023,,37PBR4233480217,14.2818,36.61168,Humera,Tigray,No,,Yes,Cross-border attack,Samri group from Sudan,Cotton Stalks,Crime,"Alleged members of the Samri group from Sudan infiltrated Humera, setting fire to 2,500 quintals of cotton stalks and killing an unconfirmed number of day laborers.",Unknown,0,No,No,,Western Tigray,Crime oriented
3/18/2023,,37PEP6070574478,12.43282,39.55855,Alamata,Tigray,No,,No,Protest,Protesters,GOE,Demonstration,Protests erupted by residents calling for the GOE to recognize their ethnicity as Amharans.,0,0,No,No,,Southern Tigray,conflict oriented
3/17/2023,,37PCR5849029575,13.83238,37.69066,Mai Gaba,Tigray,No,,Yes,Armed Clash,Amhara & Tigray fighters,Militias,Crime,A clash reportedly broke out between Amhara militia and Tigray fighters resulting in at least one militia member killed.,1,0,No,No,,Western Tigray,conflict oriented
3/17/2023,,38PKR5249070426,9.67615,42.74436,,Somali,No,,Yes,Intercommunal Violence,Somali & Oromo clans,,Miscellaneous,"Clashes between the Somali, Geri, and Oromo Jarso clans continued in the Sheikmod and Sancade kebeles, Tulu Guled woreda, resulting in 13 deaths since March 15 and an unknown number of injured.",13,0,No,No,,Fafan,conflict oriented
3/17/2023,,37PEM9138787202,10.73862,39.83579,Majete,Amhara,No,,Yes,Armed Clash,OLA & Amhara farmers,,Crime,Sources reported sustained gunfire between the OLA militant group and Amhara farmers.,0,0,No,No,,North Shewa,conflict oriented
3/17/2023,,37PDK6925292763,8.981,38.72027,,Addis Ababa,No,,No,Kidnapping,UAG,Political analyst,Crime,"Unidentified armed men kidnapped Mr. Negussie Berhanu, a political analyst, from the Mekanisa area in Nefas Silk-Laphto Sub-city",0,0,No,No,,,Crime oriented
3/17/2023,,37PDK7728293881,8.99116,38.79332,,Addis Ababa,No,,No,Kidnapping,UAG,Teacher,Crime,"Unidentified armed men kidnapped Mr. Taye Bogal, history teacher and activist, from Bole Yod Abissinia area in Bole Sub-city",0,0,No,No,,,Crime oriented
3/17/2023,,36PWQ8343613096,8.25978,33.75761,,Gambella,No,,Yes,Crime/Killing,UAG,Regional security force,Crime,A member of the regional security forces was killed in the rural village of Gildak.,1,0,No,No,,Nuer,Crime oriented
3/17/2023,,37PFK0104184215,8.90266,39.919,Metehara,Oromia,No,,Yes,Crime/Killing,UAG,Individuals,Crime,UAG attacked and killed 8 individuals in Metehara Town.,8,0,No,No,,East Shewa,Crime oriented
3/16/2023,,37PBL9273456938,9.55644,37.11164,,Oromia,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,Armed clash occurred between GOE and a UAG in the vicinity of Shambu and Kara Konte.,0,0,No,No,,Horo Gudru Wellega,conflict oriented
3/15/2023,,37PBL2421814836,9.17205,36.4905,,Oromia,No,,Yes,Armed Clash,UAG,Military Vehicles,Crime,"A UAG reportedly ambushed three military vehicles in the Wollo Sefer area of Sasiga woreda, resulting in an unknown number of casualties.",0,0,No,No,,East Wellega,conflict oriented
3/15/2023,,37PAK8364986358,8.91204,36.12369,,Oromia,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,Armed clash occurred between GOE and a UAG in the vicinity of Chawaka. No reports of casualties,0,0,No,No,,Buno Bedele,conflict oriented
3/15/2023,,37PCL6745106960,9.10752,37.7938,Daki/Dek,Oromia,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,Armed clash occurred between GOE and a UAG in the vicinity of Daki/Dek. Three were reportedly killed,3,0,No,No,,West Shewa,conflict oriented
3/15/2023,,37PEK7553027175,8.38725,39.68605,Arboye,Oromia,No,,Yes,Armed Clash,GOE & UAG,Civilians,Crime,Armed clash occurred between GOE and UAG in the vicinity of Arboye. At least one person was reportedly killed.,1,0,No,No,,Arsi,conflict oriented
3/14/2023,,37NDG0676160817,5.97776,38.15757,Tore Badiye,SNNP,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,Armed clash occurred beween GOE and a UAG in the vicinity of Tore Badiye. One reportedly killed and unknown number injured,1,0,No,No,,West Guji,conflict oriented
3/14/2023,,37PEK4868636520,8.47213,39.44232,Bofa,Oromia,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,"Armed clash occurred between GOE and UAG in the vicinity of Bofa in Boset Woreda, East Shewa.",0,0,No,No,,East Shewa,conflict oriented
3/14/2023,,38PKR7679757684,9.56236,42.96647,,Somali,No,,Yes,Intercommunal Violence,Oromo & Somali ethnic group,,Miscellaneous,"Conflict broke out between Jarso-Oromo and Geri-Somali ethnic groups, with casualties reported on both sides. Tensions are reportedly high in the area.",0,0,No,No,,Fafan,conflict oriented
3/10/2023,,37PEK8526676551,8.83367,39.77538,,Oromia,No,,Yes,Armed Clash,OLA & GOE,,Crime,"Sources reported clashes occurred between the OLA and government forces in Haroo Kerensa Kebele, which is in the Fentale Woreda within the East Shewa Zone of the Oromia Region. The clashes lasted from morning until evening yesterday.",0,0,No,No,,East Shewa,Conflict oriented
3/2/2023,,37PDK7278098818,9.03579,38.75233,Addis Ababa,Addis Ababa,No,,Yes,Protest,Security forces,Protesters,Demonstration,Security forces cracked down on protestors using tear gas around Menlik Square and Meskel Square during the annual Adwa celebration.,0,0,No,No,,Addis Ababa,Unknown
3/2/2023,,37PDK7276898811,9.03573,38.752227,Addis Ababa,Addis Ababa,No,,No,Protest,GOE forces,Protesters,Demonstration,800 arrested following protests during Adwa Day celebration IVO Menelik Square in Addis Ababa. Tear gas was reportedly deployed and at least 1 protester was killed.,1,0,No,No,,Addis Ababa,Unknown
2/27/2023,10:00:00 AM,38NJK7301261131,4.1664,42.055,Dolo Odo,Somali,No,,Yes,Armed Clash,Somalia forces,,Crime,"On February 27th at approximately 10 am, fighting between Somali forces (Forces from the federal government in Mogadishu and local militias in Dollo Somalia) reportedly occurred near a marketplace on the Ethiopian border in the Dollo Ado Zone, killing one and injuring 17 others. The disagreement reportedly occurred over the handling of a suspect who allegedly killed a high-ranking military officer in Mogadishu.",1,17,Yes,No,,Liben,conflict oriented
2/27/2023,,37NCG9777848409,5.8654,38.0766,,Oromia,No,,Yes,Armed Clash,OLA & Oromia special forces,,Crime,"Fighting erupted between OLA-Shene and local militias allied with Oromia Special Forces, according to reports from sources.",0,0,No,No,,Borena,conflict oriented
2/26/2023,,36NXP7941807532,7.30268,34.62527,,Gambella,No,,Yes,Cross-border attack,Murle tribes men,Civilians,Crime,Murle tribesmen conducted a cross broder raid killing one and injuring another,1,1,Yes,No,,Agnuak,conflict oriented
2/24/2023,,37PFK0168776537,8.8332,39.9247,Metehara,Oromia,No,,Yes,Armed Clash,UAG,Factory Dormitory,Crime,"A UAG reportedly attacked a Metehara Sugar Factory dormitory 10km from the factory killing 4 workers, including a child of a staff member",4,0,No,No,,East Shewa,conflict oriented
2/22/2023,,37PGL6168766112,9.6363,41.3845,,Somali,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,Sources report new Afar/Issa conflict near border between Afar and Somali regions in Sitti Zone (Erer Woreda). Issa militants were allegedly commandeering NGO vehicles to transport injured.,0,0,No,No,,Sitti,conflict oriented
2/20/2023,,37PEK9296945546,8.5531,39.8448,Abomsa,Oromia,No,,No,Kidnapping,OLA,Passangers,Crime,"A bus was stopped by alleged OLA gunmen in a location known as ""Ayfa Uphill"" near Abomsa. Passengers were abducted and taken to an unknown location.",0,0,No,No,,Arsi,crime oriented
2/20/2023,,36NYM3038079404,6.1425,35.0818,,Southwest,No,,Yes,Cross-border attack,South Sudan militants,,Crime,"There are reports from the Foreign Affairs and Defense Standing Committee of the House of People's Representatives who said that South Sudanese militants have penetrated 200 kilometers into Southwest Ethiopia region. ˜The report stated that South Sudanese militants are controlling the traditional gold mining areas in Surma and Suri districts of Southwest Omo Zone, killing and evicting local people. ˜According to the report, the militants have taken control of a town in Suri district and even changed its name.",0,0,Yes,No,,South Omo,conflict oriented
2/19/2023,,37PBL3130305697,9.0899,36.5555,Nekemte,Oromia,No,,Yes,Crime,,,Crime,"On Sunday February 19,2023 several individuals have sustained injury following a conflict in a mosque in Oromia region Nekemte town .The incident took place around 4:00 pm when many followers have gathered for prayer. A group of youths who have rock and sticks in their hand came to the mosque and opened an attack",0,0,No,No,,East Wollega,conflict oriented
2/19/2023,,37PEN7927925183,11.08237,39.7259,Kombolcha,Amhara,No,,No,Protest,Muslim religon followers,Protesters,Demonstration,"On Sunday February 19,2023 Muslims religion followers protested in Kombolcha town of the Amhara region. The protestors said that our leader is Haji Umar Idris and we opposed the coup majlis.This protest was peaceful.",0,0,No,No,,South Wollo,Unknown
2/17/2023,,37NAF8828320461,4.703,36.1904,,SNNP,No,,Yes,Intercommunal Violence,Communities,,Miscellaneous,Conflict was reported bewteen the Desench and Hammer communities over grazing land,0,0,No,No,,South Omo,conflict oriented
2/16/2023,,37PCN2337082825,11.6,37.38,Bahir Dar City,Amhara,Yes,Hand grenade,Yes,Crime,UAG,Jacaranda Hotel,Explosive/Remote Violence,"A hand grenade was reportedly thrown at a vehicle in the parking lot of the Jacaranda Hotel around 23:30. The blast damaged several cars, though no reported injuries",0,0,No,No,,Bahir Dar,crime orienetd
2/16/2023,,37PCK6486016234,8.287,37.7729,Welkite,SNNPR,No,,Yes,Protest,GOE forces,,Demonstration,3 killed and 30 reportedly injured after security officers fired on protesters in Welkite,3,30,Yes,No,,Gurage,conflict oriented
2/15/2023,,37PCK6522516764,8.2918,37.7762,Wolkite,SNNP,No,,No,Protest,Residents,,Demonstration,"Residents held a demonstration allegedly over lack of access to drinking water. Clashes were reported between residents and security forces leading police to fire on civilians, reportedly killing 2 and injuring 7.",2,7,Yes,No,,Gurage,Unknown
2/15/2023,,37PDL7691101790,9.0627,38.7899,Addis Ababa,Addis Ababa,No,,No,Protest,Police & Residents,Demolishing houses,Demonstration,Altercations reported between residents and police due to police demolishing houses claimed to be built illegally,0,0,No,No,,Addis Ababa,conflict oriented
2/14/2023,,37PDR7799767421,14.178,38.7961,Gure,Tigray,No,,No,Kidnapping,Eritrean foces,Civilians,Crime,"Eritrean forces allegedly abducted 10 young men from Gure Endagabir, near Aksum.",0,0,No,No,,Central Tigray,crime oriented
2/13/2023,,37PBL8263484581,9.8058,37.0182,,Oromia,No,,Yes,Armed Clash,UAG,Civilians & GOE forces,Crime,An armed attack was launched by an unidentified militia in the vicinity of Jardega in Jardega Jarte woreda. The militia looted properties before fighting with government security forces.,0,0,No,No,,Horo Gudru Wellega,conflict oriented
2/12/2023,,37NDG4637937482,5.7671,38.5157,Chida Kebicha,Oromia,No,,Yes,Armed Clash,UAG & GOE,,Crime,Fighting reported between UAG and govt security forces IVO Chida Kebicha in Kercha woreda resulted in at least 6 killed and unknown number injured.,6,0,No,No,,Guji,conflict oriented
2/12/2023,,37PDK8034803416,8.1729,38.8216,Meki,Oromia,No,,Yes,Armed Clash,UAG & GOE,,Crime,Fighting reported between UAG and govt security forces IVO Meki Town.,0,0,No,No,,East Shewa,conflict oriented
2/11/2023,,37PEK8720382563,8.888,39.79311,Fulultu,Oromia,No,,Yes,Armed Clash,UAG & GOE,Road closure,Crime,Fighting between a UAG and govt security forces IVO Fulultu in Fentale Woreda temporarily closed the Adama - Awash highway.,0,0,No,No,,East Shewa,conflict oriented
2/11/2023,,37NDG2530629188,5.69188,38.32546,Liphitu,Oromia,No,,Yes,Armed Clash,UAG & GOE,,Crime,Fighting reported between UAG and govt security forces IVO Liphitu in Bule Hora woreda resulted in at least 3 killed and unknown number injured.,3,0,No,No,,West Guji,conflict oriented
2/10/2023,,37NEF6830568471,5.1427,39.6163,Daka Kala,Oromia,No,,Yes,Armed Clash,UAG & GOE,,Crime,Fighting between a UAG and govt security forces was reported IVO Daka Kala in Liben woreda Guji.,0,0,No,No,,Guji,conflict oriented
2/10/2023,,37PEN9784692695,11.6924,39.8978,Jara IDP Site,Amhara,No,,Yes,Armed Clash,UAG,IDP Center,Crime,UAG reportedly attacked the Jara IDP center,0,0,No,No,,South Wollo,crime oriented
2/8/2023,,37PEK9270943931,8.5385,39.8424,,Oromia,No,,Yes,Crime,Armed men,Civilians,Crime,Armed men reportedly assaulted civilians in Merti Woreda,0,0,No,No,,East Shewa,crime oriented
2/7/2023,,36NXP6572438137,7.579861,34.5022,Gog,Gambella,No,,Yes,Cross-border attack,Murle tribe militants,,Crime,"The Murle tribe militants who crossed into Ethiopia?s Gambella region from South Sudan have killed two individuals and injured one, according to Peace and Security Bureau of the region.",2,1,,No,,Anyuak,Conflict oriented
2/6/2023,,37PDK6617198912,9.0366,38.6922,Addis Ababa,Addis Ababa,No,,No,Protest,Police,Group of people,Demonstration,Police arresting three individuals those who were going to church wearing black.After the arrest a group of people were organized and throw a rock at the police injuring some.-	Police released the arrested people and situation is back to normal.A temporary road closure by the youth was also reported.,0,3,No,No,,Kolfe Keranyo,crime oriented
