"Please read a description of the CSV at this link: https://www.humanitarianoutcomes.org/sites/default/files/gdho_read_me.xlsx"
Id,Year,Name,"Abbreviated name",Type,"International or national",Website,"HQ location",Sub-region,"Year founded","Year closed","Countries of Operation (count)",Sector,"Religious or secular",Religion,"Red Cross Code of Conduct signatory","CHS member","InterAction member","ICVA member",Staff,"Staff Imputed",Natl,"Natl Imputed",Intl,"Intl Imputed","% Intl","OPE approx (USD)","OPE Imputed",OPE/staff,"OPE (inflation adjusted)","OPE (original currency)","HumExp approx (USD)","HumExp Imputed","HumExp (inflation adjusted)",Afghanistan,Albania,Algeria,"American Samoa",Andorra,Angola,Anguilla,Antarctica,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bosnia and Herzegovina",Botswana,"Bouvet Island",Brazil,"British Indian Ocean Territory","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,"Christmas Island","Cocos (Keeling) Islands",Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Cote D'Ivoire",Croatia,Cuba,Cyprus,"Czech Republic",Denmark,Djibouti,Dominica,"Dominican Republic","DR Congo",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Eswatini,Ethiopia,"Falkland Islands (Malvinas)","Faroe Islands",Fiji,Finland,France,"French Guiana","French Polynesia","French Southern Territories",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,"Heard Island and Mcdonald Islands","Holy See (Vatican City State)",Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kuwait,Kyrgyzstan,"Lao People's Democratic Republic",Latvia,Lebanon,Lesotho,Liberia,"Libyan Arab Jamahiriya",Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia, the Former Yugoslav Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of","Moldova, Republic of",Monaco,Mongolia,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"Netherlands Antilles","New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"Norfolk Island","Northern Mariana Islands",Norway,"Occupied Palestinian Territories",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,"Puerto Rico",Qatar,Reunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"San Marino","Sao Tome and Principe","Saudi Arabia",Senegal,"Serbia and Montenegro",Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Georgia and the South Sandwich Islands","South Sudan",Spain,"Sri Lanka",Sudan,Suriname,"Svalbard and Jan Mayen",Sweden,Switzerland,"Syrian Arab Republic",Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States","United States Minor Outlying Islands",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.s.","Wallis and Futuna","Western Sahara",Yemen,Zambia,Zimbabwe
5249,2022,"African Field Epidemiology Network",AFENET,INGO,,http://www.afenet.net/,Uganda,"Eastern Africa",2005,,28,,,,,,,,,,,,,,,"$51,060,992",A,"$15,160.63","$53,154,371",,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1
11,2021,"Agricultural Cooperative Development International and Volunteers in Overseas Cooperative Assistance",ACDI/VOCA,INGO,International,http://www.acdivoca.org,"United States","Northern America",1963,,25,"Food security/agriculture",Secular,,,,,,,,,,,,,"$93,830,277",A,"$35,301.08","$105,342,982",,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,
107,2021,"American Jewish Joint Distribution Committee",AJJDC,INGO,International,http://www.jdc.org,"United States","Northern America",1914,,73,,Religious,Jewish,,,,,,,,,,,,"$310,128,423",A,"$153,452.96","$348,180,289",,,,,,1,,,,,,,,1,1,,,1,1,,,,,1,1,,,,,,1,,,1,,,1,,,,,,,,,,1,1,,,1,,,,1,,1,1,,1,1,,,,,,1,,,,1,,1,,,,1,1,,,,,,1,1,,,1,,,,,1,,,,1,,,1,,1,,1,1,,,1,1,1,,1,,1,,,,,,1,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,1,1,,,,,1,,,,,,,,,,1,,,,,1,,1,1,1,,1,,,,,1,1,1,,,,,,,,,,,1,,,1,1,,,,1,,,1,,,,,1,1,,,1,,,,,,,,1,1,,,,,1,1,1,1,,1,1,,1,,,,,,,,
237,2022,"Associazione Internazionale Volontari Laici/ Lay Volunteers International Association",LVIA,INGO,International,http://www.lvia.it,Italy,Europe,1966,,11,,Secular,,,,,,176,A,,,,,,"$10,100,277",A,"$57,387.94","$10,514,364","Euro 8888244","$1,515,042",A,"$1,577,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2020,"Bethany Christian Services",Bethany,INGO,International,http://www.bethany.org/international,"United States","Northern America",1944,,15,Children/youth,Religious,Christian,,,,,,,,,,,,"$107,732,000",A,"$36,151.68","$126,834,127",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,
297,2020,"Blessings International",,INGO,International,http://www.blessing.org,"United States","Northern America",1981,,93,Health,Religious,Christian,,,,,,,,,,,,"$3,610,996",A,"$4,508.11","$4,251,267",,,,,1,,,,,1,,,,,,,,,,1,,1,,,,1,1,,,1,1,,,1,,,1,,1,1,1,,1,,1,,1,1,,,1,,1,,1,1,,1,,,,,1,1,1,1,1,1,,,,,1,,,1,,,,,,,1,,,1,,1,,,,,1,,,1,1,,,1,1,,,1,1,,1,,1,1,1,,1,1,1,,,,,1,,,1,1,1,,,,,,,,1,,,1,,1,,1,,,1,1,,,,,1,1,1,1,,1,,,,,1,1,1,,,,,,,,,1,1,1,1,1,1,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,1,1,,,1,,,,,,,1,1,,1,,1,1,,,,1,,1,1,,,1,1,,,,1,1,,1,,,,1,1
348,2020,"Caritas Internationalis (excluding CRS, CAFOD, Tr??caire and Secours Catholique)",Caritas,INGO,International,http://www.caritas.org,"Holy See (Vatican City State)",Europe,1951,,85,,Religious,Christian,1,,,,,,,,,,,"$4,729,322",A,"$2,296.90","$5,567,885","Euro 4256390",,,,,1,1,,1,1,,,,1,1,,1,1,1,,,1,,1,1,,1,,,1,1,1,,1,,,1,1,1,1,1,1,1,,1,1,1,,,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,1,1,1,1,1,,1,,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,2023,"Catholic Common Ground Initiative",CGI,INGO,International,https://catholiccommonground.org,"United States","Northern America",1996,,17,,Religious,Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1
447,2021,"Child Fund International (formerly Christian Children's Fund (CCF))",,INGO,International,http://www.childfund.org,"United States","Northern America",1938,,24,Children/youth,Religious,Christian,,,,,,,,,,,,"$170,744,532",A,"$84,485.17","$191,694,395",,"$66,826,648",A,"$75,026,086",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,
326,2021,"Christian Aid Ministries",CAM,INGO,International,https://christianaidministries.org//,"United States","Northern America",,,132,,Religious,Christian,,,,,290,A,200,A,90,A,31%,"$133,095,284",A,"$458,949.26","$149,425,693",,,,,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,1,,,,1,,,1,,,1,,1,,,,1,1,1,,,1,,,,1,1,1,1,,1,1,,,1,,1,1,1,,1,1,,1,,,,1,1,,,,,,1,1,1,,,,1,,,1,,,,1,,,1,,,,1,,,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,,,1,1,,,,1,,,1,1,,1,,1,,1,,1,,1,1,,1,1,,,,1,1,1,,,,1,1,1,1,,1,,1,1,1,,1,1,1,1,,1,1,,,,,,,,,,1,,1,,,,,,,1,1,,1,1,1,1,,,1,1,1,,1,1,1,,,,,1,1,1,1,,,1,1,1,1,1,,1,1,,1,1,,,,,1,,1
368,2021,"Christian Blind Mission International",CBM,INGO,International,http://www.cbm.org/,Germany,Europe,1908,,75,Disabilities,Religious,Christian,,,,,,,,,,,,"$14,236,000",A,"$7,532.28","$15,982,716",,,,,1,,,,,1,,,,,,,,,,,,1,,,,1,1,,,1,,,,1,,,,1,1,1,1,,,,1,1,,1,,,1,,1,,,1,,1,,,,1,,1,1,1,1,1,,1,,1,1,,,,,,,,,1,,,,1,,,,,,,1,1,,,1,,,1,,,,1,1,,1,,,,1,,1,,1,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,,,,,1,,,,,,1,,1,,,1,,,,,1,1,1,,,,,1,,1,,,1,1,1,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,1,,,,1,1,,,,,1,,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,1
551,2021,"Convoy of Hope",COH,INGO,International,www.convoyofhope.org,"United States","Northern America",1995,,22,"Food security/agriculture",Religious,Christian,,,,,,,,,,,,"$333,657,889",A,"$741,461.98","$374,596,753",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,
665,2020,"Dutch Relief Alliance",DRA,INGO,,https://dutchrelief.org/track-record/,Netherlands,Europe,2015,,14,,,,,,,,,,,,,,,"$87,777,778",A,"$109,585.24","$103,341,791","Euro 79000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1
441,2021,"Global Communities (formerly Cooperative Housing Foundation (CHF))",,INGO,International,http://www.globalcommunities.org,"United States","Northern America",1952,,32,Shelter,Secular,,,,,,2000,A,,,,,,"$144,785,410",A,"$72,392.70","$162,550,164",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,1,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,1,1,
878,2021,"Global Giving Foundation",,INGO,International,www.globalgiving.org,"United States","Northern America",2002,,85,,Secular,,,,,,,,,,,,,"$99,322,132",A,"$220,715.85","$111,508,672",,,,,1,1,1,,,1,,,,1,1,,1,,,,,1,,,1,1,1,,1,1,1,,,1,,,1,1,1,1,1,1,,,1,,1,1,,,1,,,,1,1,,1,,1,,,,1,1,1,1,1,,,,,1,,,1,,1,,,,1,1,1,1,1,,1,,,,,1,1,,,1,,,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,,,1,,,1,,1,1,1,1,,1,,,,1,1,1,,1,,,,,,,1,,1,,1,,1,1,1,1,,1,,,,,1,1,1,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2018,"Globus Relief",GR,INGO,International,http://www.globusrelief.org/,"United States","Northern America",1996,,38,Health,Secular,,,,,,,,,,,,,"$62,259,203",A,"$81,812.36","$75,549,101",,,,,1,,,1,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,1,,1,1,,,,,,1,1,,,1,,,,1,,,1,,,,,1,1,,1,1,1,,,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,,1,1,,,1,,,,1,1,,,,,,1,,,,1,,,,,,,,1,,1,,,,,,,1,,,,1,,,,,,,1,,,,1,,,1,,,,1,,,,,1,1,1,,,,,,,1,,1,,,1,1,,,,,,,1,,1,,,1,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,1,,,1,,,,,1,1,,,,,,1,1
3965,2021,"Good Neighbors International",,INGO,International,http://www.goodneighbors.org,,,1991,,48,,,,,,,,,,,,,,,"$210,784,758",A,"$104,297.26","$236,647,442",,"$42,156,952",A,"$47,329,489",1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,1,,,,,,,1,1,,1,,,1,,1,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,1,1,,,1,,,,,1,1,,,,,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,1,1,,,,,,,,,,,1,,,1,1,,,1,,,1,,,,,,1,
1892,2023,Hivos,,INGO,National,"https://hivos.org\",Netherlands,Europe,1968,,43,,,,,,,,,,,,,,,"$67,558,000",A,"$223,701.99","$67,558,000",,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,1,,1,1,,,,1,1,1,,,,,,,,,1,,1,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1
1030,2021,"Hungarian Interchurch Aid",HIA,INGO,International,,Hungary,Europe,1991,,24,,Religious,,,,,,,,,,,,,"$14,087,292",A,"$6,970.46","$15,815,762","HUF 5086075818",,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
1089,2021,"Interchurch Medical Assistance, Inc. (d/b/a IMA World Health)","IMA World Health",INGO,International,http://imaworldhealth.org/,"United States","Northern America",1960,,41,Health,Religious,Christian,,,,,,,,,,,,"$113,982,422",A,"$253,294.27","$127,967,738",,"$97,576,345",A,"$109,548,682",,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,1,,,1,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,,,1,,,1,,,,1,1,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,1
1113,2023,"International Development Enterprise",IDE,INGO,International,https://www.ideglobal.org,"United States","Northern America",1982,,12,,,,,,,,,,,,,,,"$31,706,277",A,"$7,406.28","$31,706,277",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
1132,2021,"International Orthodox Christian Charities",IOCC,INGO,International,http://www.iocc.org/,"United States","Northern America",1992,,17,,Religious,Christian,,,,,,,,,,,,"$29,862,916",A,"$14,776.31","$33,527,010",,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
1065,2021,"International Planned Parenthood Federation",IPPF,INGO,International,http://www.ippf.org,"United Kingdom",Europe,,,128,Health,Secular,,,,,,286,A,,,,,,"$148,662,000",A,"$519,797.20","$166,902,400",,,,,1,1,1,,,1,,,1,1,1,1,,,,1,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,,1,,1,,1,,,,1,,,1,1,1,1,1,,,1,1,,,1,1,,,1,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,,,,1,1,,1,,1,,1,,1,1,1,1,,1,,,,,1,1,1,,,,,1,,1,,1,1,1,1,1,,1,,,,,1,1,1,,,1,,,1,,1,,1,,,1,1,,,1,,1,,,,1,1,1,,,,1,,1,1,1,,1,,1,1,1,,,,1,1,1,,1,,,1,1,1,1,1,,,,,1,1,1
1189,2022,"Jesuit Refugee Service",JRS,INGO,International,http://en.jrs.net/,Italy,Europe,1980,,56,Refugees,Religious,Christian,,,,,8871,A,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,1,1,1,1,,,1,1,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,1,,1,1,,1,,,1,,1,,,,,,,,1,,,,,,1,,1,,1,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,1,,,1,,1,,,1,,1,,,,,,,1,1,,,1,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,1
1259,2023,"Latter-day Saint Charities",LDSC,INGO,International,http://ldscharities.org/,"United States","Northern America",1996,,22,,Religious,Christian,,,,,,,,,,,,"$1,360,000,000",A,,"$1,360,000,000",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1
1303,2022,"Malaria Consortium",,INGO,International,http://www.malariaconsortium.org,"United Kingdom",Europe,2003,,15,Health,Secular,,,,,,579,A,,,,,,"$107,355,405",A,"$185,415.21","$111,756,720","GBP 79443000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,
1312,2022,"Management Sciences for Health",MSH,INGO,International,http://www.msh.org,"United States","Northern America",1971,,36,Health,Secular,,,,,,1800,A,1600,A,200,A,11%,"$126,610,000",A,"$70,338.89","$131,800,707",,,,,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,1,,,,1,1,,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,
1349,2022,"Mennonite Central Committee",MCC,INGO,International,www.mcc.org,"United States","Northern America",1920,,60,,Religious,Christian,,,,,1034,A,,,,,,"$74,283,000",A,"$71,840.43","$77,328,425",,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,1,1,,1,,,,1,,,,,1,,,,1,,1,,,,,,,,1,,1,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,1,1,,1,,,1,1,,1,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,1,,1,,,,,1,,1,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,1,,,1,,,,1,1,,,1,1,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,1,1
1492,2022,"Operation Compassion",OC,INGO,International,http://www.operationcompassion.org,"United States","Northern America",1994,,27,,Religious,Christian,,,,,,,,,,,,"$898,869,000",A,"$1,108,346.49","$935,720,479",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
5279,2020,"Oromia Pastoralist Association",OPA,NNGO,,www.oromiapastoralist.org,Ethiopia,"Eastern Africa",2006,,1,,,,,,,,,,,,,,,"$355,719",A,$119.37,"$418,792","Euro 320147","$72,222",A,"$85,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
